Model,Scenario,Region,Variable,Unit,2019
Reference,IEA Energy Statistics (r2022),LKA,Primary Energy,EJ/yr,0.50629121
Reference,IEA Energy Statistics (r2022),LKA,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),LKA,Secondary Energy|Electricity|Solar,EJ/yr,0.00036943200000000005
Reference,IEA Energy Statistics (r2022),LKA,Secondary Energy|Electricity|Wind,EJ/yr,0.0012534120000000002
Reference,IEA Energy Statistics (r2022),LTU,Primary Energy,EJ/yr,0.31860263489999996
Reference,IEA Energy Statistics (r2022),LTU,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),LTU,Secondary Energy|Electricity|Solar,EJ/yr,0.00032796
Reference,IEA Energy Statistics (r2022),LTU,Secondary Energy|Electricity|Wind,EJ/yr,0.00539784
Reference,IEA Energy Statistics (r2022),LUX,Primary Energy,EJ/yr,0.16538669
Reference,IEA Energy Statistics (r2022),LUX,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),LUX,Secondary Energy|Electricity|Solar,EJ/yr,0.00046940400000000003
Reference,IEA Energy Statistics (r2022),LUX,Secondary Energy|Electricity|Wind,EJ/yr,0.0010126080000000001
Reference,IEA Energy Statistics (r2022),LVA,Primary Energy,EJ/yr,0.18787248439999998
Reference,IEA Energy Statistics (r2022),LVA,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),LVA,Secondary Energy|Electricity|Solar,EJ/yr,1.12932e-05
Reference,IEA Energy Statistics (r2022),LVA,Secondary Energy|Electricity|Wind,EJ/yr,0.0005543964
Reference,IEA Energy Statistics (r2022),MAR,Primary Energy,EJ/yr,0.93171333
Reference,IEA Energy Statistics (r2022),MAR,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),MAR,Secondary Energy|Electricity|Solar,EJ/yr,0.0056934
Reference,IEA Energy Statistics (r2022),MAR,Secondary Energy|Electricity|Wind,EJ/yr,0.016917084000000002
Reference,IEA Energy Statistics (r2022),MDA,Primary Energy,EJ/yr,0.16738039
Reference,IEA Energy Statistics (r2022),MDA,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),MDA,Secondary Energy|Electricity|Solar,EJ/yr,1.0800000000000002e-05
Reference,IEA Energy Statistics (r2022),MDA,Secondary Energy|Electricity|Wind,EJ/yr,0.00015480000000000002
Reference,IEA Energy Statistics (r2022),MEX,Primary Energy,EJ/yr,7.691525469999999
Reference,IEA Energy Statistics (r2022),MEX,Secondary Energy|Electricity|Nuclear,EJ/yr,0.040284
Reference,IEA Energy Statistics (r2022),MEX,Secondary Energy|Electricity|Solar,EJ/yr,0.025405200000000003
Reference,IEA Energy Statistics (r2022),MEX,Secondary Energy|Electricity|Wind,EJ/yr,0.060768
Reference,IEA Energy Statistics (r2022),MLT,Primary Energy,EJ/yr,0.03044539
Reference,IEA Energy Statistics (r2022),MLT,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),MLT,Secondary Energy|Electricity|Solar,EJ/yr,0.0007617600000000001
Reference,IEA Energy Statistics (r2022),MLT,Secondary Energy|Electricity|Wind,EJ/yr,2.1600000000000003e-07
Reference,IEA Energy Statistics (r2022),MMR,Primary Energy,EJ/yr,0.9846618699999999
Reference,IEA Energy Statistics (r2022),MMR,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),MMR,Secondary Energy|Electricity|Solar,EJ/yr,0.00016268400000000002
Reference,IEA Energy Statistics (r2022),MMR,Secondary Energy|Electricity|Wind,EJ/yr,7.200000000000001e-08
Reference,IEA Energy Statistics (r2022),MNG,Primary Energy,EJ/yr,0.27864066
Reference,IEA Energy Statistics (r2022),MNG,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),MNG,Secondary Energy|Electricity|Solar,EJ/yr,0.000291096
Reference,IEA Energy Statistics (r2022),MNG,Secondary Energy|Electricity|Wind,EJ/yr,0.001715148
Reference,IEA Energy Statistics (r2022),MOZ,Primary Energy,EJ/yr,0.46439996
Reference,IEA Energy Statistics (r2022),MOZ,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),MOZ,Secondary Energy|Electricity|Solar,EJ/yr,0.000110124
Reference,IEA Energy Statistics (r2022),MOZ,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),MYS,Primary Energy,EJ/yr,3.8473653199999998
Reference,IEA Energy Statistics (r2022),MYS,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),MYS,Secondary Energy|Electricity|Solar,EJ/yr,0.0033965640000000004
Reference,IEA Energy Statistics (r2022),MYS,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),NAM,Primary Energy,EJ/yr,0.08641829999999999
Reference,IEA Energy Statistics (r2022),NAM,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),NAM,Secondary Energy|Electricity|Solar,EJ/yr,0.000148176
Reference,IEA Energy Statistics (r2022),NAM,Secondary Energy|Electricity|Wind,EJ/yr,1.7928000000000002e-05
Reference,IEA Energy Statistics (r2022),NGA,Primary Energy,EJ/yr,6.5946519
Reference,IEA Energy Statistics (r2022),NGA,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),NGA,Secondary Energy|Electricity|Solar,EJ/yr,0.00014868000000000002
Reference,IEA Energy Statistics (r2022),NGA,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),NIC,Primary Energy,EJ/yr,0.1671126
Reference,IEA Energy Statistics (r2022),NIC,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),NIC,Secondary Energy|Electricity|Solar,EJ/yr,8.784000000000001e-05
Reference,IEA Energy Statistics (r2022),NIC,Secondary Energy|Electricity|Wind,EJ/yr,0.0026286120000000002
Reference,IEA Energy Statistics (r2022),NLD,Primary Energy,EJ/yr,2.9951629
Reference,IEA Energy Statistics (r2022),NLD,Secondary Energy|Electricity|Nuclear,EJ/yr,0.014075100000000002
Reference,IEA Energy Statistics (r2022),NLD,Secondary Energy|Electricity|Solar,EJ/yr,0.019207656
Reference,IEA Energy Statistics (r2022),NLD,Secondary Energy|Electricity|Wind,EJ/yr,0.041428548
Reference,IEA Energy Statistics (r2022),NOR,Primary Energy,EJ/yr,1.14795829
Reference,IEA Energy Statistics (r2022),NOR,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),NOR,Secondary Energy|Electricity|Solar,EJ/yr,4.6224e-05
Reference,IEA Energy Statistics (r2022),NOR,Secondary Energy|Electricity|Wind,EJ/yr,0.0199305
Reference,IEA Energy Statistics (r2022),NPL,Primary Energy,EJ/yr,0.59087499
Reference,IEA Energy Statistics (r2022),NPL,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),NPL,Secondary Energy|Electricity|Solar,EJ/yr,2.376e-06
Reference,IEA Energy Statistics (r2022),NPL,Secondary Energy|Electricity|Wind,EJ/yr,2.4192e-05
Reference,IEA Energy Statistics (r2022),NZL,Primary Energy,EJ/yr,0.85750576
Reference,IEA Energy Statistics (r2022),NZL,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),NZL,Secondary Energy|Electricity|Solar,EJ/yr,0.00045914400000000003
Reference,IEA Energy Statistics (r2022),NZL,Secondary Energy|Electricity|Wind,EJ/yr,0.00811602
Reference,IEA Energy Statistics (r2022),OMN,Primary Energy,EJ/yr,0.98151053
Reference,IEA Energy Statistics (r2022),OMN,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),OMN,Secondary Energy|Electricity|Solar,EJ/yr,1.4112000000000001e-05
Reference,IEA Energy Statistics (r2022),OMN,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),PAK,Primary Energy,EJ/yr,4.66250608
Reference,IEA Energy Statistics (r2022),PAK,Secondary Energy|Electricity|Nuclear,EJ/yr,0.036025164000000005
Reference,IEA Energy Statistics (r2022),PAK,Secondary Energy|Electricity|Solar,EJ/yr,0.0023459040000000002
Reference,IEA Energy Statistics (r2022),PAK,Secondary Energy|Electricity|Wind,EJ/yr,0.01185948
Reference,IEA Energy Statistics (r2022),PAN,Primary Energy,EJ/yr,0.20533179
Reference,IEA Energy Statistics (r2022),PAN,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),PAN,Secondary Energy|Electricity|Solar,EJ/yr,0.0010612800000000002
Reference,IEA Energy Statistics (r2022),PAN,Secondary Energy|Electricity|Wind,EJ/yr,0.0026085600000000002
Reference,IEA Energy Statistics (r2022),PER,Primary Energy,EJ/yr,1.08475053
Reference,IEA Energy Statistics (r2022),PER,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),PER,Secondary Energy|Electricity|Solar,EJ/yr,0.0028026
Reference,IEA Energy Statistics (r2022),PER,Secondary Energy|Electricity|Wind,EJ/yr,0.005955192000000001
Reference,IEA Energy Statistics (r2022),PHL,Primary Energy,EJ/yr,2.57997824
Reference,IEA Energy Statistics (r2022),PHL,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),PHL,Secondary Energy|Electricity|Solar,EJ/yr,0.004485888
Reference,IEA Energy Statistics (r2022),PHL,Secondary Energy|Electricity|Wind,EJ/yr,0.0037499760000000004
Reference,IEA Energy Statistics (r2022),POL,Primary Energy,EJ/yr,4.30087745
Reference,IEA Energy Statistics (r2022),POL,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),POL,Secondary Energy|Electricity|Solar,EJ/yr,0.0025584120000000004
Reference,IEA Energy Statistics (r2022),POL,Secondary Energy|Electricity|Wind,EJ/yr,0.054384336000000005
Reference,IEA Energy Statistics (r2022),PRT,Primary Energy,EJ/yr,0.91145411
Reference,IEA Energy Statistics (r2022),PRT,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),PRT,Secondary Energy|Electricity|Solar,EJ/yr,0.004832100000000001
Reference,IEA Energy Statistics (r2022),PRT,Secondary Energy|Electricity|Wind,EJ/yr,0.049201020000000005
Reference,IEA Energy Statistics (r2022),PRY,Primary Energy,EJ/yr,0.30102071999999996
Reference,IEA Energy Statistics (r2022),PRY,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),PRY,Secondary Energy|Electricity|Solar,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),PRY,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),QAT,Primary Energy,EJ/yr,1.7311634599999999
Reference,IEA Energy Statistics (r2022),QAT,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),QAT,Secondary Energy|Electricity|Solar,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),QAT,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),ROU,Primary Energy,EJ/yr,1.37896876
Reference,IEA Energy Statistics (r2022),ROU,Secondary Energy|Electricity|Nuclear,EJ/yr,0.040608612
Reference,IEA Energy Statistics (r2022),ROU,Secondary Energy|Electricity|Solar,EJ/yr,0.006399432000000001
Reference,IEA Energy Statistics (r2022),ROU,Secondary Energy|Electricity|Wind,EJ/yr,0.024382116000000002
Reference,IEA Energy Statistics (r2022),RUS,Primary Energy,EJ/yr,32.34933188
Reference,IEA Energy Statistics (r2022),RUS,Secondary Energy|Electricity|Nuclear,EJ/yr,0.7523430480000001
Reference,IEA Energy Statistics (r2022),RUS,Secondary Energy|Electricity|Solar,EJ/yr,0.004605912
Reference,IEA Energy Statistics (r2022),RUS,Secondary Energy|Electricity|Wind,EJ/yr,0.0011908440000000001
Reference,IEA Energy Statistics (r2022),SAU,Primary Energy,EJ/yr,8.983957
Reference,IEA Energy Statistics (r2022),SAU,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SAU,Secondary Energy|Electricity|Solar,EJ/yr,0.001557072
Reference,IEA Energy Statistics (r2022),SAU,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SDN,Primary Energy,EJ/yr,0.8276240899999999
Reference,IEA Energy Statistics (r2022),SDN,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SDN,Secondary Energy|Electricity|Solar,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SDN,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SEN,Primary Energy,EJ/yr,0.20104145999999998
Reference,IEA Energy Statistics (r2022),SEN,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SEN,Secondary Energy|Electricity|Solar,EJ/yr,0.0010476
Reference,IEA Energy Statistics (r2022),SEN,Secondary Energy|Electricity|Wind,EJ/yr,8.3268e-05
Reference,IEA Energy Statistics (r2022),SGP,Primary Energy,EJ/yr,1.44137622
Reference,IEA Energy Statistics (r2022),SGP,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SGP,Secondary Energy|Electricity|Solar,EJ/yr,0.001477512
Reference,IEA Energy Statistics (r2022),SGP,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SLV,Primary Energy,EJ/yr,0.1913561951
Reference,IEA Energy Statistics (r2022),SLV,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SLV,Secondary Energy|Electricity|Solar,EJ/yr,0.0017640000000000002
Reference,IEA Energy Statistics (r2022),SLV,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SRB,Primary Energy,EJ/yr,0.64028866
Reference,IEA Energy Statistics (r2022),SRB,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SRB,Secondary Energy|Electricity|Solar,EJ/yr,4.8780000000000004e-05
Reference,IEA Energy Statistics (r2022),SRB,Secondary Energy|Electricity|Wind,EJ/yr,0.0032335560000000003
Reference,IEA Energy Statistics (r2022),SVN,Primary Energy,EJ/yr,0.28452542999999997
Reference,IEA Energy Statistics (r2022),SVN,Secondary Energy|Electricity|Nuclear,EJ/yr,0.020956536
Reference,IEA Energy Statistics (r2022),SVN,Secondary Energy|Electricity|Solar,EJ/yr,0.0010909440000000002
Reference,IEA Energy Statistics (r2022),SVN,Secondary Energy|Electricity|Wind,EJ/yr,2.214e-05
Reference,IEA Energy Statistics (r2022),SWE,Primary Energy,EJ/yr,2.05265376
Reference,IEA Energy Statistics (r2022),SWE,Secondary Energy|Electricity|Nuclear,EJ/yr,0.23806800000000003
Reference,IEA Energy Statistics (r2022),SWE,Secondary Energy|Electricity|Solar,EJ/yr,0.0024444000000000002
Reference,IEA Energy Statistics (r2022),SWE,Secondary Energy|Electricity|Wind,EJ/yr,0.0714492
Reference,IEA Energy Statistics (r2022),SYR,Primary Energy,EJ/yr,0.38809398
Reference,IEA Energy Statistics (r2022),SYR,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SYR,Secondary Energy|Electricity|Solar,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),SYR,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TGO,Primary Energy,EJ/yr,0.13757626
Reference,IEA Energy Statistics (r2022),TGO,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TGO,Secondary Energy|Electricity|Solar,EJ/yr,1.0908000000000001e-05
Reference,IEA Energy Statistics (r2022),TGO,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),THA,Primary Energy,EJ/yr,5.80290196
Reference,IEA Energy Statistics (r2022),THA,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),THA,Secondary Energy|Electricity|Solar,EJ/yr,0.018525240000000002
Reference,IEA Energy Statistics (r2022),THA,Secondary Energy|Electricity|Wind,EJ/yr,0.01321308
Reference,IEA Energy Statistics (r2022),TJK,Primary Energy,EJ/yr,0.16162484
Reference,IEA Energy Statistics (r2022),TJK,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TJK,Secondary Energy|Electricity|Solar,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TJK,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TKM,Primary Energy,EJ/yr,1.18852304
Reference,IEA Energy Statistics (r2022),TKM,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TKM,Secondary Energy|Electricity|Solar,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TKM,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TTO,Primary Energy,EJ/yr,0.7168580099999999
Reference,IEA Energy Statistics (r2022),TTO,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TTO,Secondary Energy|Electricity|Solar,EJ/yr,1.6812e-05
Reference,IEA Energy Statistics (r2022),TTO,Secondary Energy|Electricity|Wind,EJ/yr,7.200000000000001e-08
Reference,IEA Energy Statistics (r2022),TUN,Primary Energy,EJ/yr,0.47164716999999995
Reference,IEA Energy Statistics (r2022),TUN,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TUN,Secondary Energy|Electricity|Solar,EJ/yr,0.000883368
Reference,IEA Energy Statistics (r2022),TUN,Secondary Energy|Electricity|Wind,EJ/yr,0.0018000000000000002
Reference,IEA Energy Statistics (r2022),TUR,Primary Energy,EJ/yr,6.133506919999999
Reference,IEA Energy Statistics (r2022),TUR,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TUR,Secondary Energy|Electricity|Solar,EJ/yr,0.033299388000000006
Reference,IEA Energy Statistics (r2022),TUR,Secondary Energy|Electricity|Wind,EJ/yr,0.078230556
Reference,IEA Energy Statistics (r2022),TZA,Primary Energy,EJ/yr,0.9275817
Reference,IEA Energy Statistics (r2022),TZA,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),TZA,Secondary Energy|Electricity|Solar,EJ/yr,0.00032205600000000003
Reference,IEA Energy Statistics (r2022),TZA,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),UKR,Primary Energy,EJ/yr,3.74126432
Reference,IEA Energy Statistics (r2022),UKR,Secondary Energy|Electricity|Nuclear,EJ/yr,0.29880972
Reference,IEA Energy Statistics (r2022),UKR,Secondary Energy|Electricity|Solar,EJ/yr,0.010558080000000001
Reference,IEA Energy Statistics (r2022),UKR,Secondary Energy|Electricity|Wind,EJ/yr,0.007272720000000001
Reference,IEA Energy Statistics (r2022),URY,Primary Energy,EJ/yr,0.22068829999999998
Reference,IEA Energy Statistics (r2022),URY,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),URY,Secondary Energy|Electricity|Solar,EJ/yr,0.0015246720000000001
Reference,IEA Energy Statistics (r2022),URY,Secondary Energy|Electricity|Wind,EJ/yr,0.017108496
Reference,IEA Energy Statistics (r2022),USA,Primary Energy,EJ/yr,92.64352702
Reference,IEA Energy Statistics (r2022),USA,Secondary Energy|Electricity|Nuclear,EJ/yr,3.0359882160000002
Reference,IEA Energy Statistics (r2022),USA,Secondary Energy|Electricity|Solar,EJ/yr,0.35092191600000006
Reference,IEA Energy Statistics (r2022),USA,Secondary Energy|Electricity|Wind,EJ/yr,1.073520432
Reference,IEA Energy Statistics (r2022),UZB,Primary Energy,EJ/yr,1.97072647
Reference,IEA Energy Statistics (r2022),UZB,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),UZB,Secondary Energy|Electricity|Solar,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),UZB,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),YEM,Primary Energy,EJ/yr,0.17422413
Reference,IEA Energy Statistics (r2022),YEM,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),YEM,Secondary Energy|Electricity|Solar,EJ/yr,0.0017437680000000001
Reference,IEA Energy Statistics (r2022),YEM,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),ZAF,Primary Energy,EJ/yr,5.86694824
Reference,IEA Energy Statistics (r2022),ZAF,Secondary Energy|Electricity|Nuclear,EJ/yr,0.047707200000000005
Reference,IEA Energy Statistics (r2022),ZAF,Secondary Energy|Electricity|Solar,EJ/yr,0.017312400000000002
Reference,IEA Energy Statistics (r2022),ZAF,Secondary Energy|Electricity|Wind,EJ/yr,0.023846400000000004
Reference,IEA Energy Statistics (r2022),ZMB,Primary Energy,EJ/yr,0.43967058
Reference,IEA Energy Statistics (r2022),ZMB,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),ZMB,Secondary Energy|Electricity|Solar,EJ/yr,0.00042318000000000005
Reference,IEA Energy Statistics (r2022),ZMB,Secondary Energy|Electricity|Wind,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),ZWE,Primary Energy,EJ/yr,0.46447159
Reference,IEA Energy Statistics (r2022),ZWE,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),ZWE,Secondary Energy|Electricity|Solar,EJ/yr,0.0
Reference,IEA Energy Statistics (r2022),ZWE,Secondary Energy|Electricity|Wind,EJ/yr,0.0
